7.250000 0.000000
7.237764 0.077254
7.202254 0.146946
7.146946 0.202254
7.077254 0.237764
7.000000 0.250000
6.921348 0.273387
6.842697 0.296359
6.764045 0.318916
6.685393 0.341060
6.606742 0.362794
6.528090 0.384117
6.449438 0.405031
6.370787 0.425539
6.292135 0.445641
6.213483 0.465338
6.134831 0.484633
6.056180 0.503527
5.977528 0.522020
5.898876 0.540115
5.820225 0.557813
5.741573 0.575115
5.662921 0.592023
5.584270 0.608538
5.505618 0.624662
5.426966 0.640396
5.348315 0.655741
5.269663 0.670700
5.191011 0.685272
5.112360 0.699461
5.033708 0.713266
4.955056 0.726691
4.876404 0.739735
4.797753 0.752401
4.719101 0.764690
4.640449 0.776603
4.561798 0.788142
4.483146 0.799308
4.404494 0.810102
4.325843 0.820527
4.247191 0.830583
4.168539 0.840273
4.089888 0.849596
4.011236 0.858556
3.932584 0.867152
3.853933 0.875388
3.775281 0.883263
3.696629 0.890780
3.617978 0.897939
3.539326 0.904744
3.460674 0.911193
3.382022 0.917291
3.303371 0.923036
3.224719 0.928432
3.146067 0.933480
3.067416 0.938180
2.988764 0.942535
2.910112 0.946545
2.831461 0.950213
2.752809 0.953539
2.674157 0.956526
2.595506 0.959174
2.516854 0.961485
2.438202 0.963460
2.359551 0.965101
2.280899 0.966410
2.202247 0.967387
2.123596 0.968034
2.044944 0.968353
1.966292 0.968344
1.887640 0.968010
1.808989 0.967352
1.730337 0.966371
1.651685 0.965069
1.573034 0.963447
1.494382 0.961506
1.415730 0.959248
1.337079 0.956675
1.258427 0.953787
1.179775 0.950587
1.101124 0.947076
1.022472 0.943254
0.943820 0.939124
0.865169 0.934687
0.786517 0.929945
0.707865 0.924898
0.629213 0.919549
0.550562 0.913898
0.471910 0.907947
0.393258 0.901698
0.314607 0.895152
0.235955 0.888310
0.157303 0.881174
0.078652 0.873745
0.000000 0.866025
-0.088713 0.911506
-0.181513 0.947927
-0.277479 0.974928
-0.375656 0.992239
-0.475069 0.999689
-0.574730 0.997204
-0.673648 0.984808
-0.770840 0.962624
-0.865341 0.930874
-0.956211 0.889872
-1.042546 0.840026
-1.123490 0.781831
-1.198237 0.715867
-1.266044 0.642788
-1.326239 0.563320
-1.378222 0.478254
-1.421476 0.388435
-1.455573 0.294755
-1.480172 0.198146
-1.495031 0.099568
-1.500000 0.000000
-1.495031 -0.099568
-1.480172 -0.198146
-1.455573 -0.294755
-1.421476 -0.388435
-1.378222 -0.478254
-1.326239 -0.563320
-1.266044 -0.642788
-1.198237 -0.715867
-1.123490 -0.781831
-1.042546 -0.840026
-0.956211 -0.889872
-0.865341 -0.930874
-0.770840 -0.962624
-0.673648 -0.984808
-0.574730 -0.997204
-0.475069 -0.999689
-0.375656 -0.992239
-0.277479 -0.974928
-0.181513 -0.947927
-0.088713 -0.911506
0.000000 -0.866025
0.078652 -0.873745
0.157303 -0.881174
0.235955 -0.888310
0.314607 -0.895152
0.393258 -0.901698
0.471910 -0.907947
0.550562 -0.913898
0.629213 -0.919549
0.707865 -0.924898
0.786517 -0.929945
0.865169 -0.934687
0.943820 -0.939124
1.022472 -0.943254
1.101124 -0.947076
1.179775 -0.950587
1.258427 -0.953787
1.337079 -0.956675
1.415730 -0.959248
1.494382 -0.961506
1.573034 -0.963447
1.651685 -0.965069
1.730337 -0.966371
1.808989 -0.967352
1.887640 -0.968010
1.966292 -0.968344
2.044944 -0.968353
2.123596 -0.968034
2.202247 -0.967387
2.280899 -0.966410
2.359551 -0.965101
2.438202 -0.963460
2.516854 -0.961485
2.595506 -0.959174
2.674157 -0.956526
2.752809 -0.953539
2.831461 -0.950213
2.910112 -0.946545
2.988764 -0.942535
3.067416 -0.938180
3.146067 -0.933480
3.224719 -0.928432
3.303371 -0.923036
3.382022 -0.917291
3.460674 -0.911193
3.539326 -0.904744
3.617978 -0.897939
3.696629 -0.890780
3.775281 -0.883263
3.853933 -0.875388
3.932584 -0.867152
4.011236 -0.858556
4.089888 -0.849596
4.168539 -0.840273
4.247191 -0.830583
4.325843 -0.820527
4.404494 -0.810102
4.483146 -0.799308
4.561798 -0.788142
4.640449 -0.776603
4.719101 -0.764690
4.797753 -0.752401
4.876404 -0.739735
4.955056 -0.726691
5.033708 -0.713266
5.112360 -0.699461
5.191011 -0.685272
5.269663 -0.670700
5.348315 -0.655741
5.426966 -0.640396
5.505618 -0.624662
5.584270 -0.608538
5.662921 -0.592023
5.741573 -0.575115
5.820225 -0.557813
5.898876 -0.540115
5.977528 -0.522020
6.056180 -0.503527
6.134831 -0.484633
6.213483 -0.465338
6.292135 -0.445641
6.370787 -0.425539
6.449438 -0.405031
6.528090 -0.384117
6.606742 -0.362794
6.685393 -0.341060
6.764045 -0.318916
6.842697 -0.296359
6.921348 -0.273387
7.000000 -0.250000
7.077254 -0.237764
7.146946 -0.202254
7.202254 -0.146946
7.237764 -0.077254
